Order_ID,Customer_ID,Order_Date,Region,Segment,Category,Sub_Category,Sales,Cost,Profit,Discount
4907,CUST3000,15-06-2024,North,Consumer,Furniture,Bookcase,1030.98,657.12,373.86,0.18
4908,CUST5015,14-02-2024,North,Consumer,Technology,Accessories,568.86,365.11,203.75,0.08
4909,CUST6444,14-02-2024,West,Corporate,Office Supplies,Paper,4586.03,3856.87,729.16,0.17
4910,CUST9288,15-07-2023,North,Consumer,Office Supplies,Storage,2649.7,2311.31,338.39,0.28
4911,CUST5133,12-12-2023,West,Home Office,Technology,Accessories,4849.72,2668.08,2181.64,0.05
4912,CUST2741,28-07-2024,North,Home Office,Office Supplies,Storage,3416.01,2447.82,968.19,0.01
4913,CUST7538,29-09-2023,South,Home Office,Furniture,Chair,403.68,345.24,58.44,0.26
4914,CUST6144,07-07-2024,South,Home Office,Office Supplies,Storage,1850.63,1584.92,265.71,0.18
4915,CUST4437,18-10-2024,North,Home Office,Furniture,Bookcase,4048.94,2716.73,1332.21,0.03
4916,CUST5322,25-06-2024,East,Home Office,Furniture,Table,2225.26,1519.67,705.59,0.17
4917,CUST4627,25-09-2024,South,Home Office,Furniture,Chair,617.36,553.5,63.86,0.07
4918,CUST4632,17-04-2023,South,Corporate,Office Supplies,Paper,1072.91,762.54,310.37,0.16
4919,CUST5517,02-02-2023,West,Corporate,Technology,Accessories,2255.12,1823.84,431.28,0.15
4920,CUST4322,17-08-2024,North,Corporate,Office Supplies,Paper,3087.51,2437.58,649.93,0.01
4921,CUST2431,08-01-2023,South,Corporate,Furniture,Chair,2896.16,2472.39,423.77,0.01
4922,CUST9003,26-07-2023,South,Consumer,Furniture,Bookcase,2085.39,1815.31,270.08,0.11
4923,CUST2525,31-05-2023,North,Consumer,Furniture,Bookcase,2347.77,2095.66,252.11,0.06
4924,CUST5539,05-10-2024,East,Corporate,Technology,Accessories,419.75,354.17,65.58,0.26
4925,CUST1058,12-06-2023,North,Consumer,Technology,Phone,2413.18,1702.94,710.24,0.25
4926,CUST3089,23-05-2023,East,Consumer,Office Supplies,Binder,3718.94,2253.9,1465.04,0.01
4927,CUST2326,26-06-2024,East,Consumer,Office Supplies,Paper,2450.53,2067.18,383.35,0.27
4928,CUST1759,20-04-2024,South,Home Office,Technology,Laptop,4785.51,4076.42,709.09,0.17
4929,CUST4851,08-06-2024,West,Home Office,Furniture,Bookcase,2278.57,1845.5,433.07,0.22
4930,CUST6322,27-03-2023,South,Corporate,Office Supplies,Paper,2736.9,1464.05,1272.85,0.28
4931,CUST1046,22-11-2023,South,Corporate,Technology,Phone,2332.45,1505.21,827.24,0.19
4932,CUST3551,15-11-2023,South,Consumer,Office Supplies,Paper,3401.81,1987.59,1414.22,0.25
4933,CUST5315,24-12-2024,East,Consumer,Technology,Laptop,1520.69,873.9,646.79,0.12
4934,CUST9893,30-04-2024,North,Corporate,Office Supplies,Storage,3679.74,3260.92,418.82,0.24
4935,CUST5306,18-01-2024,East,Home Office,Furniture,Table,4707.71,2618.63,2089.08,0.02
4936,CUST8783,12-04-2024,West,Corporate,Furniture,Table,2832.75,1745.31,1087.44,0.25
4937,CUST9988,30-08-2023,West,Home Office,Technology,Accessories,3392.74,3013.74,379,0.08
4938,CUST3022,09-09-2024,West,Home Office,Office Supplies,Paper,2480.34,1737.47,742.87,0.07
4939,CUST9625,11-06-2023,North,Consumer,Office Supplies,Binder,2991.46,2026.16,965.3,0.13
4940,CUST8798,23-12-2024,West,Corporate,Office Supplies,Storage,1877.41,951.42,925.99,0.16
4941,CUST1542,13-05-2023,East,Consumer,Technology,Accessories,1742.71,872.28,870.43,0.09
4942,CUST7251,11-03-2024,North,Consumer,Furniture,Table,1465.28,963.24,502.04,0.04
4943,CUST1685,31-12-2024,West,Home Office,Office Supplies,Binder,2587.65,2010.54,577.11,0.19
4944,CUST1920,29-11-2024,South,Corporate,Technology,Laptop,4038.4,2749.36,1289.04,0.16
4945,CUST4596,29-01-2023,North,Home Office,Furniture,Chair,4070.97,2731.95,1339.02,0.21
4946,CUST7940,08-01-2023,East,Home Office,Office Supplies,Storage,2229.55,1487.32,742.23,0.23
4947,CUST9617,12-11-2023,West,Home Office,Technology,Phone,956.7,607.92,348.78,0.07
4948,CUST6632,12-03-2024,West,Corporate,Furniture,Chair,1859.64,1101.19,758.45,0.17
4949,CUST8871,14-04-2023,East,Consumer,Office Supplies,Binder,4011.04,3267.57,743.47,0.11
4950,CUST9070,29-05-2023,North,Corporate,Technology,Laptop,4944.93,3647.09,1297.84,0.12
4951,CUST3878,19-08-2024,West,Corporate,Technology,Accessories,4194.14,3321.55,872.59,0.22
4952,CUST2847,30-06-2023,West,Home Office,Office Supplies,Binder,1061.08,729.31,331.77,0.26
4953,CUST3823,08-12-2023,East,Corporate,Office Supplies,Paper,2569.79,1987.43,582.36,0.18
4954,CUST7341,21-03-2023,East,Home Office,Furniture,Chair,4227.55,2594.97,1632.58,0.17
4955,CUST5121,04-11-2024,South,Corporate,Furniture,Table,703.85,546.25,157.6,0.22
4956,CUST4315,07-05-2023,West,Corporate,Office Supplies,Binder,309.9,238.72,71.18,0.12
4957,CUST5440,19-08-2023,East,Corporate,Office Supplies,Binder,708.07,472.96,235.11,0.06
4958,CUST7012,15-02-2023,North,Corporate,Technology,Accessories,2136.24,1396.54,739.7,0.22
4959,CUST4163,08-10-2024,East,Corporate,Furniture,Table,3893.66,2892.26,1001.4,0.01
4960,CUST6809,25-12-2024,East,Consumer,Office Supplies,Paper,4662.01,3610.7,1051.31,0.01
4961,CUST4505,25-02-2023,North,Consumer,Furniture,Chair,4112.28,2385.56,1726.72,0.17
4962,CUST9971,12-03-2023,North,Consumer,Office Supplies,Paper,2386.51,1594.03,792.48,0.27
4963,CUST7072,24-12-2024,North,Home Office,Furniture,Chair,2243.07,1189.14,1053.93,0.28
4964,CUST9233,03-05-2024,North,Consumer,Technology,Phone,4610.62,3567.57,1043.05,0.14
4965,CUST4837,04-01-2024,South,Home Office,Office Supplies,Storage,555.01,453.05,101.96,0.02
4966,CUST3934,05-06-2024,West,Home Office,Office Supplies,Paper,436.14,311.82,124.32,0.05
4967,CUST5527,04-07-2023,West,Consumer,Technology,Laptop,137.88,92.28,45.6,0.04
4968,CUST6330,09-12-2023,North,Consumer,Technology,Phone,886.53,470.54,415.99,0.06
4969,CUST4643,01-05-2024,South,Consumer,Furniture,Table,3605.87,2969.69,636.18,0.14
4970,CUST4835,14-06-2023,South,Home Office,Office Supplies,Paper,2582.11,1324.78,1257.33,0.02
4971,CUST5856,07-08-2023,West,Consumer,Office Supplies,Paper,1362.08,977.37,384.71,0.22
4972,CUST4517,14-08-2024,West,Consumer,Office Supplies,Paper,3064.52,2012.93,1051.59,0.04
4973,CUST1407,08-09-2023,South,Home Office,Technology,Accessories,3925.79,2534.15,1391.64,0.22
4974,CUST3641,05-07-2024,South,Home Office,Office Supplies,Binder,2613.6,2079.03,534.57,0.27
4975,CUST4575,23-08-2024,North,Corporate,Furniture,Bookcase,4613.04,3293.91,1319.13,0.15
4976,CUST5700,18-12-2023,West,Consumer,Office Supplies,Storage,1401.82,1225.64,176.18,0.14
4977,CUST7591,17-04-2023,North,Home Office,Furniture,Bookcase,725.2,488.12,237.08,0.04
4978,CUST5273,20-02-2024,South,Consumer,Office Supplies,Binder,2562.41,1856.49,705.92,0.1
4979,CUST7831,30-10-2023,North,Consumer,Furniture,Table,451.09,395.79,55.3,0.23
4980,CUST8117,20-03-2023,East,Consumer,Office Supplies,Paper,4210.52,2723.14,1487.38,0.23
4981,CUST4988,14-12-2023,North,Corporate,Technology,Phone,2478.33,1438.51,1039.82,0.04
4982,CUST5465,13-09-2024,South,Corporate,Office Supplies,Storage,1790.75,993.9,796.85,0.3
4983,CUST8215,05-01-2024,North,Consumer,Technology,Phone,341.03,230.69,110.34,0.14
4984,CUST7949,24-07-2023,West,Corporate,Technology,Laptop,1573.1,1146.07,427.03,0.04
4985,CUST8555,13-03-2024,West,Home Office,Furniture,Bookcase,3941.17,2494.68,1446.49,0.18
4986,CUST6880,26-08-2023,East,Consumer,Furniture,Bookcase,3606.63,3085.89,520.74,0.25
4987,CUST6106,01-07-2023,West,Corporate,Furniture,Chair,3080.71,2018.97,1061.74,0.15
4988,CUST7364,16-10-2024,South,Corporate,Office Supplies,Storage,3866.8,3290.72,576.08,0.03
4989,CUST4399,08-02-2023,South,Home Office,Furniture,Bookcase,1985.8,1609.38,376.42,0.13
4990,CUST3534,31-10-2023,North,Home Office,Office Supplies,Binder,1727.92,1148.25,579.67,0.18
4991,CUST2908,18-05-2023,South,Consumer,Office Supplies,Binder,4999.05,3485.32,1513.73,0.06
4992,CUST8167,26-04-2024,North,Corporate,Technology,Accessories,897.95,464.19,433.76,0.17
4993,CUST9303,03-06-2024,South,Home Office,Office Supplies,Storage,2768.4,1611.47,1156.93,0.21
4994,CUST5103,01-05-2023,North,Corporate,Office Supplies,Storage,3731.42,2252.43,1478.99,0.1
4995,CUST9808,04-07-2023,West,Home Office,Office Supplies,Paper,4953.31,3218.19,1735.12,0.23
4996,CUST9757,17-04-2023,North,Consumer,Office Supplies,Binder,2318.35,1894.88,423.47,0.23
4997,CUST7631,13-05-2024,South,Corporate,Technology,Laptop,3372,2838.93,533.07,0.28
4998,CUST9950,05-07-2023,South,Home Office,Furniture,Chair,2941.92,1750.41,1191.51,0.12
4999,CUST2451,28-04-2023,North,Home Office,Technology,Accessories,3815.7,2901.28,914.42,0.05
5000,CUST3009,23-02-2023,North,Home Office,Furniture,Bookcase,351.07,271.44,79.63,0.08
5001,CUST9074,27-11-2024,North,Home Office,Office Supplies,Binder,2548.38,2035.39,512.99,0.17
5002,CUST9034,19-09-2024,North,Consumer,Office Supplies,Paper,508.18,291.81,216.37,0.07
5003,CUST7283,28-02-2023,East,Consumer,Technology,Phone,1363.53,990.14,373.39,0.15
5004,CUST1294,02-06-2024,East,Home Office,Office Supplies,Paper,1095.48,577.34,518.14,0.05
5005,CUST6167,17-11-2024,South,Consumer,Furniture,Chair,4923.47,3384.49,1538.98,0.26
5006,CUST3928,30-10-2024,North,Consumer,Office Supplies,Paper,4258.89,3000.85,1258.04,0.21
5007,CUST4901,06-01-2024,North,Home Office,Technology,Laptop,1044.48,809.85,234.63,0.08
5008,CUST7977,02-04-2023,East,Corporate,Furniture,Chair,4177.1,2228.44,1948.66,0.23
5009,CUST1645,06-03-2024,East,Consumer,Office Supplies,Binder,589.69,502.7,86.99,0.09
5010,CUST7583,14-04-2023,East,Consumer,Technology,Accessories,3306.53,2298.04,1008.49,0.11
5011,CUST2133,17-06-2023,West,Corporate,Furniture,Chair,3262.66,2867.91,394.75,0.01
5012,CUST8531,06-06-2024,South,Home Office,Office Supplies,Binder,4602.38,3422.48,1179.9,0.24
5013,CUST6628,05-04-2024,North,Consumer,Technology,Phone,1980.99,1364.38,616.61,0.26
5014,CUST3979,19-03-2023,West,Corporate,Technology,Accessories,2132.76,1522.5,610.26,0.01
5015,CUST9821,04-02-2023,West,Consumer,Furniture,Bookcase,877.13,663.7,213.43,0.22
5016,CUST4645,28-07-2023,West,Consumer,Furniture,Table,2954.74,1646.75,1307.99,0.13
5017,CUST3566,16-03-2023,West,Consumer,Furniture,Table,1839.96,1284.78,555.18,0.26
5018,CUST3174,25-04-2023,East,Home Office,Technology,Laptop,3901.72,2081.94,1819.78,0.27
5019,CUST1374,31-10-2023,North,Consumer,Furniture,Bookcase,2411.66,1923.41,488.25,0.04
5020,CUST4544,14-04-2023,West,Home Office,Technology,Accessories,3386.53,2013.4,1373.13,0.13
5021,CUST9977,18-09-2023,East,Home Office,Office Supplies,Binder,182.63,102.39,80.24,0.03
5022,CUST7078,05-10-2024,West,Corporate,Furniture,Chair,1274.75,688.37,586.38,0.21
5023,CUST5707,08-09-2023,West,Home Office,Technology,Phone,242.3,181.02,61.28,0.04
5024,CUST4496,19-07-2024,West,Consumer,Technology,Laptop,4731.29,4131.54,599.75,0.07
5025,CUST3938,12-11-2023,West,Home Office,Furniture,Table,3110.66,1590.18,1520.48,0.28
5026,CUST8164,14-07-2024,South,Home Office,Office Supplies,Binder,2662.64,1377.36,1285.28,0.1
5027,CUST3352,22-08-2024,West,Home Office,Office Supplies,Storage,476.56,313.18,163.38,0.2
5028,CUST4251,20-07-2023,East,Corporate,Furniture,Bookcase,2402.46,1569.98,832.48,0.04
5029,CUST3273,19-02-2024,East,Corporate,Technology,Accessories,1300.2,702.18,598.02,0.24
5030,CUST8194,27-05-2023,South,Corporate,Office Supplies,Binder,762.68,562.97,199.71,0.1
5031,CUST7867,27-12-2023,West,Consumer,Furniture,Table,1207.29,912.45,294.84,0.14
5032,CUST5877,02-04-2023,West,Corporate,Office Supplies,Binder,2060.71,1519.03,541.68,0.15
5033,CUST2189,25-11-2023,North,Home Office,Technology,Accessories,1587.07,1148.44,438.63,0.2
5034,CUST7127,03-02-2023,North,Consumer,Technology,Laptop,230.8,158.41,72.39,0.02
5035,CUST4962,30-03-2023,West,Consumer,Furniture,Bookcase,1013.39,733.9,279.49,0.26
5036,CUST5853,26-07-2023,North,Consumer,Technology,Phone,4425.75,2336.7,2089.05,0.13
5037,CUST5673,15-12-2023,North,Corporate,Technology,Accessories,2956.73,1652.3,1304.43,0.23
5038,CUST7032,25-10-2023,North,Home Office,Office Supplies,Paper,3746.75,3227.21,519.54,0
5039,CUST1414,09-05-2023,North,Corporate,Technology,Phone,1161.75,965.27,196.48,0.2
5040,CUST2145,30-05-2023,East,Corporate,Technology,Phone,4482.51,2343.78,2138.73,0.18
5041,CUST6154,27-04-2023,West,Corporate,Office Supplies,Paper,2888.33,1485.38,1402.95,0.15
5042,CUST5675,17-02-2023,North,Home Office,Technology,Laptop,3086.65,1779.51,1307.14,0.08
5043,CUST6485,16-01-2024,South,Consumer,Office Supplies,Storage,3237.7,2225.34,1012.36,0.26
5044,CUST7473,09-12-2023,West,Corporate,Office Supplies,Storage,1777.67,1078.45,699.22,0.3
5045,CUST3547,02-05-2024,North,Corporate,Furniture,Table,4564.57,2335.22,2229.35,0.23
5046,CUST9632,09-05-2023,West,Corporate,Technology,Laptop,640.64,327.36,313.28,0.08
5047,CUST4044,22-04-2024,North,Consumer,Technology,Accessories,1419.79,1175.2,244.59,0.21
5048,CUST5909,06-12-2024,West,Home Office,Furniture,Table,4909.89,3852.33,1057.56,0.13
5049,CUST1535,23-10-2023,North,Corporate,Office Supplies,Binder,3524.75,3171.51,353.24,0.21
5050,CUST1021,05-01-2023,North,Corporate,Furniture,Bookcase,3832.24,3354.54,477.7,0.03
5051,CUST2827,17-03-2023,West,Home Office,Office Supplies,Storage,3553.44,2986.04,567.4,0.29
5052,CUST9450,07-01-2024,West,Corporate,Technology,Phone,1133.75,795.41,338.34,0.2
5053,CUST6011,22-10-2023,South,Corporate,Technology,Laptop,1312.59,971.56,341.03,0.08
5054,CUST7307,09-12-2024,West,Consumer,Office Supplies,Paper,1733.94,1173.2,560.74,0.16
5055,CUST8682,20-11-2024,North,Corporate,Office Supplies,Paper,2301.89,1605.06,696.83,0.09
5056,CUST4298,04-07-2023,West,Consumer,Office Supplies,Paper,878.93,456.11,422.82,0.06
5057,CUST5612,13-11-2023,East,Consumer,Technology,Phone,2951.52,2403.85,547.67,0.05
5058,CUST5893,04-05-2024,West,Home Office,Technology,Accessories,631.92,505.36,126.56,0.09
5059,CUST8999,30-06-2023,East,Corporate,Furniture,Table,4762.35,3741.91,1020.44,0.1
5060,CUST8073,20-01-2023,South,Consumer,Office Supplies,Binder,1518.76,1077.53,441.23,0.02
5061,CUST2312,30-07-2023,South,Home Office,Technology,Phone,676.61,385.9,290.71,0.23
5062,CUST7919,06-08-2024,East,Home Office,Furniture,Chair,2617.9,1320.02,1297.88,0.2
5063,CUST9214,22-10-2023,South,Home Office,Technology,Accessories,2176.08,1532.7,643.38,0.06
5064,CUST7996,21-03-2024,North,Home Office,Office Supplies,Paper,2803.73,2499.98,303.75,0.02
5065,CUST7022,24-09-2024,North,Corporate,Furniture,Bookcase,1491.2,890.54,600.66,0.07
5066,CUST2277,24-07-2023,South,Corporate,Technology,Phone,1955.66,1617.81,337.85,0.27
5067,CUST1699,10-05-2024,East,Home Office,Technology,Laptop,1090.85,782.34,308.51,0.19
5068,CUST9622,19-02-2024,West,Corporate,Office Supplies,Storage,2656.95,1789.8,867.15,0.06
5069,CUST6980,15-10-2023,North,Consumer,Office Supplies,Paper,2492.27,1646.11,846.16,0.24
5070,CUST5878,02-12-2023,South,Corporate,Furniture,Chair,3841.66,2126.74,1714.92,0.03
5071,CUST5663,14-07-2023,West,Home Office,Furniture,Table,4549.95,3249.59,1300.36,0.26
5072,CUST1191,15-05-2023,South,Consumer,Technology,Phone,384.94,273.54,111.4,0.16
5073,CUST4602,11-06-2023,East,Consumer,Technology,Accessories,4317.44,2327.29,1990.15,0.07
5074,CUST6987,24-12-2024,East,Consumer,Technology,Phone,2092.04,1770.57,321.47,0.28
5075,CUST1724,02-05-2023,South,Consumer,Office Supplies,Storage,4964.35,4386.88,577.47,0
5076,CUST9169,06-12-2024,West,Home Office,Technology,Accessories,333.77,186.59,147.18,0.1
5077,CUST9334,08-01-2024,South,Consumer,Technology,Laptop,4166.6,3571.04,595.56,0.06
5078,CUST5674,30-06-2024,West,Corporate,Furniture,Chair,3136.35,2719.04,417.31,0.14
5079,CUST4318,07-03-2023,South,Corporate,Technology,Accessories,607.36,414.9,192.46,0.11
5080,CUST6099,24-07-2024,North,Home Office,Furniture,Chair,2930.52,1979.46,951.06,0.01
5081,CUST9025,15-04-2024,North,Consumer,Technology,Accessories,4970.59,3565.98,1404.61,0.14
5082,CUST2335,30-04-2024,South,Corporate,Furniture,Bookcase,4777.63,2686.67,2090.96,0.06
5083,CUST8951,20-06-2023,South,Corporate,Technology,Phone,4059.27,2453.15,1606.12,0.24
5084,CUST2509,12-02-2023,West,Corporate,Furniture,Table,1430.51,734.25,696.26,0.16
5085,CUST4329,19-02-2023,West,Home Office,Furniture,Chair,1063.76,854.35,209.41,0.19
5086,CUST8760,03-07-2024,North,Corporate,Furniture,Chair,4625.65,3761.56,864.09,0.05
5087,CUST8608,22-01-2024,South,Consumer,Technology,Accessories,4020.78,3042.5,978.28,0.2
5088,CUST8934,08-11-2024,East,Corporate,Furniture,Table,4178.09,3048.04,1130.05,0.14
5089,CUST8549,11-09-2023,North,Corporate,Office Supplies,Storage,3219.54,1993.48,1226.06,0.05
5090,CUST1328,26-05-2024,East,Consumer,Technology,Accessories,3121.28,1852.6,1268.68,0.02
5091,CUST1788,05-04-2023,West,Home Office,Technology,Phone,102.72,76.35,26.37,0.11
5092,CUST8093,11-10-2024,South,Consumer,Office Supplies,Storage,3786.32,2461.38,1324.94,0.15
5093,CUST9659,28-11-2023,North,Home Office,Office Supplies,Paper,2094.72,1592.47,502.25,0.11
5094,CUST9688,26-01-2024,West,Home Office,Technology,Laptop,4822.46,4217.04,605.42,0.25
5095,CUST4076,18-05-2023,West,Corporate,Office Supplies,Storage,4609.47,3132.85,1476.62,0.16
5096,CUST9258,13-06-2024,North,Consumer,Technology,Accessories,3736.25,2908.52,827.73,0.27
5097,CUST7803,17-04-2024,West,Consumer,Technology,Phone,3610.02,3245.96,364.06,0.1
5098,CUST1976,11-07-2023,North,Consumer,Office Supplies,Storage,4181.69,3257.76,923.93,0.21
5099,CUST9270,06-08-2023,East,Corporate,Technology,Phone,1696.59,1381.43,315.16,0.27
5100,CUST7291,25-08-2024,North,Consumer,Office Supplies,Storage,1170.89,878.4,292.49,0.12
5101,CUST9748,11-07-2024,North,Home Office,Furniture,Chair,4948.79,3422.25,1526.54,0.07
5102,CUST2065,02-12-2024,South,Corporate,Furniture,Table,1971.1,1501.06,470.04,0.02
5103,CUST8520,09-06-2024,West,Consumer,Technology,Accessories,3057.65,2667.77,389.88,0.26
5104,CUST2518,12-04-2023,West,Home Office,Furniture,Table,431.6,387.3,44.3,0.21
5105,CUST5399,04-06-2023,East,Consumer,Furniture,Chair,895.18,452.04,443.14,0.05
5106,CUST1032,03-03-2023,North,Home Office,Technology,Accessories,4207.06,2139.95,2067.11,0.07
5107,CUST7116,04-11-2024,South,Home Office,Furniture,Chair,3810.8,2798.82,1011.98,0.23
5108,CUST2985,28-08-2023,East,Corporate,Office Supplies,Paper,3756.14,1954.1,1802.04,0.27
5109,CUST6496,25-05-2023,South,Corporate,Office Supplies,Storage,1212.46,874.62,337.84,0.19
5110,CUST5083,20-02-2023,South,Corporate,Furniture,Chair,926.28,824.85,101.43,0.15
5111,CUST6483,12-06-2024,West,Consumer,Technology,Laptop,382.45,334.61,47.84,0.18
5112,CUST3841,02-08-2024,West,Consumer,Office Supplies,Storage,3526.05,2503.74,1022.31,0.25
5113,CUST4589,19-05-2024,South,Corporate,Office Supplies,Binder,262.35,159.34,103.01,0.14
5114,CUST7999,25-04-2024,North,Corporate,Technology,Phone,475.36,371.9,103.46,0.12
5115,CUST2195,26-11-2023,East,Home Office,Furniture,Bookcase,1436.07,719.98,716.09,0.22
5116,CUST9674,09-09-2024,East,Home Office,Furniture,Table,4185.67,2754.24,1431.43,0.17
5117,CUST2171,23-06-2024,East,Consumer,Office Supplies,Storage,1215.66,910.38,305.28,0
5118,CUST3406,01-04-2024,East,Consumer,Furniture,Bookcase,2494.36,1889.93,604.43,0.28
5119,CUST3158,08-09-2024,North,Corporate,Technology,Laptop,1968.55,1586.8,381.75,0.18
5120,CUST5425,11-04-2023,North,Consumer,Office Supplies,Binder,4642.36,3060.95,1581.41,0.1
5121,CUST4585,15-06-2024,West,Consumer,Furniture,Chair,4447,2311.1,2135.9,0.04
5122,CUST6533,29-08-2023,South,Home Office,Furniture,Bookcase,503.78,421.79,81.99,0
5123,CUST6494,28-12-2024,South,Consumer,Furniture,Table,4322.12,2941.23,1380.89,0
5124,CUST3470,18-12-2023,North,Home Office,Technology,Phone,2068.06,1188.56,879.5,0.19
5125,CUST9218,15-01-2024,East,Corporate,Technology,Accessories,3428.86,2383.1,1045.76,0.01
5126,CUST7025,01-07-2024,South,Corporate,Technology,Accessories,3315.03,2774.07,540.96,0.22
5127,CUST7431,04-07-2023,East,Consumer,Furniture,Chair,4166.79,2417.59,1749.2,0.27
5128,CUST4199,18-07-2024,South,Home Office,Furniture,Chair,1678.75,848.38,830.37,0.25
5129,CUST3968,28-07-2023,West,Home Office,Office Supplies,Storage,4714.92,3593.82,1121.1,0.07
5130,CUST8864,12-01-2023,North,Corporate,Office Supplies,Paper,1333.55,915.66,417.89,0.27
5131,CUST3230,16-01-2023,North,Home Office,Office Supplies,Storage,833.03,691.74,141.29,0.09
5132,CUST2802,26-07-2024,South,Home Office,Office Supplies,Binder,4062.07,3526.32,535.75,0.13
5133,CUST9435,09-10-2023,North,Consumer,Technology,Laptop,1888.75,1550.45,338.3,0.16
5134,CUST3736,25-03-2023,East,Home Office,Furniture,Table,3453.8,2587.35,866.45,0.05
5135,CUST2387,22-05-2023,South,Consumer,Technology,Phone,4239.47,2451.73,1787.74,0.28
5136,CUST3000,07-12-2024,East,Consumer,Technology,Phone,1327.8,1053.68,274.12,0.09
5137,CUST8901,24-02-2023,West,Home Office,Furniture,Table,1657.15,1034.06,623.09,0.22
5138,CUST9392,07-06-2023,North,Consumer,Furniture,Bookcase,2828.39,2413.13,415.26,0.09
5139,CUST3836,24-07-2023,South,Home Office,Furniture,Chair,3490.76,2796.73,694.03,0.05
5140,CUST8405,11-08-2023,West,Consumer,Technology,Laptop,2062.89,1429.84,633.05,0.11
5141,CUST7861,24-08-2024,West,Consumer,Technology,Laptop,1678.35,1300,378.35,0.06
5142,CUST8832,08-04-2023,North,Home Office,Office Supplies,Binder,3576.01,3125.5,450.51,0.17
5143,CUST1043,12-09-2023,North,Consumer,Furniture,Chair,3096.03,1633.38,1462.65,0.26
5144,CUST8077,02-10-2023,North,Corporate,Office Supplies,Binder,1498.69,1118.05,380.64,0.29
5145,CUST1224,28-10-2023,South,Home Office,Furniture,Table,3017.96,2383.84,634.12,0.13
5146,CUST1733,20-03-2024,South,Home Office,Technology,Phone,395.79,324.17,71.62,0.01
5147,CUST7317,02-03-2023,North,Corporate,Furniture,Table,3533.22,1799,1734.22,0.26
5148,CUST3133,02-12-2024,South,Consumer,Office Supplies,Paper,872.42,615.67,256.75,0.18
5149,CUST1376,13-04-2024,West,Consumer,Furniture,Bookcase,2341.97,1490.21,851.76,0.14
5150,CUST8229,20-04-2024,North,Consumer,Furniture,Table,1625.94,1097.91,528.03,0.11
5151,CUST9588,14-07-2024,East,Corporate,Furniture,Bookcase,2874.4,1710.76,1163.64,0.3
5152,CUST9802,04-01-2023,East,Corporate,Furniture,Chair,2554.26,1475.51,1078.75,0.14
5153,CUST1363,19-05-2023,North,Consumer,Furniture,Table,4345.43,2210.62,2134.81,0.2
5154,CUST1546,31-01-2024,North,Consumer,Office Supplies,Paper,2785.04,1581.41,1203.63,0.25
5155,CUST9804,06-05-2024,West,Consumer,Furniture,Bookcase,1907.53,1177.94,729.59,0.25
5156,CUST3946,26-09-2024,West,Home Office,Technology,Laptop,3228.77,2774.49,454.28,0.19
5157,CUST9879,25-10-2024,South,Consumer,Technology,Laptop,3730.01,3112.99,617.02,0.02
5158,CUST1763,10-08-2024,East,Corporate,Technology,Accessories,3902.64,2909.35,993.29,0.02
5159,CUST8738,10-03-2023,North,Consumer,Furniture,Table,2592.03,1381.51,1210.52,0.22
5160,CUST2729,26-05-2024,East,Consumer,Furniture,Bookcase,2777.86,2448.49,329.37,0.05
5161,CUST9476,18-01-2023,North,Corporate,Technology,Phone,3069.56,1794.57,1274.99,0.18
5162,CUST8920,22-01-2024,North,Corporate,Technology,Laptop,3640.98,2872.45,768.53,0.24
5163,CUST5623,19-02-2024,North,Corporate,Office Supplies,Paper,4282.4,2273.56,2008.84,0.1
5164,CUST2787,04-11-2023,East,Consumer,Furniture,Table,3466.9,2424.87,1042.03,0.06
5165,CUST3780,30-12-2023,East,Corporate,Technology,Phone,2808.28,1861.82,946.46,0.12
5166,CUST4814,18-11-2023,East,Corporate,Furniture,Chair,4067.79,2697.1,1370.69,0.01
5167,CUST4853,21-07-2024,East,Home Office,Office Supplies,Storage,384.51,323.95,60.56,0.29
5168,CUST2853,21-12-2024,West,Consumer,Furniture,Chair,3473.21,2242.82,1230.39,0.28
5169,CUST7876,15-01-2024,East,Consumer,Technology,Laptop,3347.74,2804.51,543.23,0.23
5170,CUST1641,06-09-2023,North,Consumer,Technology,Accessories,1957.78,1353.77,604.01,0.06
5171,CUST6376,24-03-2024,East,Corporate,Office Supplies,Storage,1530.87,1241.92,288.95,0.27
5172,CUST6244,18-01-2024,East,Corporate,Furniture,Bookcase,3649.86,2504.06,1145.8,0.03
5173,CUST6695,10-04-2024,South,Corporate,Office Supplies,Storage,379.04,246.27,132.77,0.14
5174,CUST4320,20-03-2023,North,Consumer,Office Supplies,Paper,3084.69,1550.35,1534.34,0.3
5175,CUST8598,20-09-2023,West,Home Office,Furniture,Bookcase,1883.3,1580.54,302.76,0.16
5176,CUST3178,06-12-2024,North,Consumer,Office Supplies,Storage,739.15,605.38,133.77,0.21
5177,CUST3857,11-10-2023,West,Home Office,Office Supplies,Binder,2684.44,1894.73,789.71,0.03
5178,CUST9928,05-11-2023,West,Home Office,Technology,Accessories,3313.66,2864.65,449.01,0.03
5179,CUST7064,02-12-2023,East,Consumer,Technology,Laptop,1391.21,1197.72,193.49,0.09
5180,CUST6043,05-10-2024,South,Home Office,Office Supplies,Binder,3304.32,2359.04,945.28,0.18
5181,CUST4348,13-01-2023,East,Corporate,Office Supplies,Storage,2137.37,1325.16,812.21,0.01
5182,CUST2476,16-07-2024,West,Home Office,Office Supplies,Storage,3746.98,2991.73,755.25,0.2
